ID_Parcela;Predio;INDV;CAP_cm;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C
PL148;Pericuara ;29;51,2;16,30;10;50;20;17,4;10,44;5,22;2;0,02;0,10;0,05
PL154;Pericuara ;26;51,2;16,30;10;55;30;21,54;14,00;8,62;2;0,02;0,13;0,08
PL155;Pericuara ;34;51,3;16,33;10;30;10;15,51;6,20;3,10;;0,02;0,06;0,03
PL150;Pericuara ;5;51,3;16,33;10;30;15;16,97;6,79;4,24;;0,02;0,06;0,04
PL146;Pericuara ;9;51,3;16,33;10;30;15;17;6,80;4,25;;0,02;0,06;0,04
PL165;Pericuara ;51;51,3;16,33;10;30;15;19,95;7,98;4,99;;0,02;0,08;0,05
PL134;Pericuara ;1;51,3;16,33;10;40;20;16,44;8,22;4,93;;0,02;0,08;0,05
PL150;Pericuara ;16;51,3;16,33;10;35;15;18,63;8,38;4,66;2;0,02;0,08;0,04
PL151;Pericuara ;8;51,3;16,33;10;35;15;19,43;8,74;4,86;;0,02;0,08;0,05
PL143;Pericuara ;18;51,3;16,33;10;45;20;16,42;9,03;4,93;2;0,02;0,09;0,05
PL145;Pericuara ;31;51,3;16,33;10;50;25;15,86;9,52;5,55;;0,02;0,09;0,05
PL58;Pericuara ;20;51,30;16,33;10,00;40,00;0,00;19,70;9,85;1,97;2;0,02;0,09;0,02
PL145;Pericuara ;32;51,3;16,33;10;50;25;17,25;10,35;6,04;;0,02;0,10;0,06
PL7;Pericuara ;10;51,30;16,33;10,00;40,00;0,00;22,70;11,35;2,27;;0,02;0,11;0,02
PL9;Pericuara ;11;51,40;16,36;10,00;40,00;25,00;15,00;7,50;5,25;;0,02;0,07;0,05
PL54;Pericuara ;17;51,40;16,36;10,00;45,00;10,00;14,50;7,98;2,90;2;0,02;0,08;0,03
PL146;Pericuara ;11;51,4;16,36;10;25;10;24,1;8,44;4,82;;0,02;0,08;0,05
PL139;Pericuara ;19;51,40;16,36;10;45,00;20,00;16,96;9,33;5,09;;0,02;0,09;0,05
PL162;Pericuara ;10;51,40;16,36;10;45;20;18,84;10,36;5,65;;0,02;0,10;0,05
PL168;Pericuara ;7;51,4;16,36;10;45;17;19,7;10,84;5,32;;0,02;0,10;0,05
PL145;Pericuara ;34;51,4;16,36;10;50;25;19,12;11,47;6,69;;0,02;0,11;0,06
PL127;Pericuara ;11;51,40;16,36;10,00;50,00;15,00;21,90;13,14;5,48;;0,02;0,12;0,05
PL115;Pericuara ;5;51,50;16,39;10,00;25,00;5,00;10,20;3,57;1,53;;0,02;0,03;0,01
PL33;Pericuara ;30;51,50;16,39;0,00;20,00;15,00;22,40;4,48;3,36;;0,02;0,04;0,03
PL147;Pericuara ;29;51,5;16,39;10;25;10;19,93;6,98;3,99;;0,02;0,07;0,04
PL3;Pericuara ;19;51,50;16,39;10,00;40,00;20,00;18,40;9,20;5,52;;0,02;0,09;0,05
PL144;Pericuara ;42;51,5;16,39;10;45;25;17,64;9,70;6,17;;0,02;0,09;0,06
PL69;Pericuara ;27;51,50;16,39;10,00;50,00;15,00;16,50;9,90;4,13;;0,02;0,09;0,04
PL7;Pericuara ;32;51,50;16,39;10,00;40,00;10,00;20,30;10,15;4,06;;0,02;0,10;0,04
PL138;Pericuara ;25;51,5;16,39;10;45;20;18,85;10,37;5,66;;0,02;0,10;0,05
PL168;Pericuara ;19;51,5;16,39;10;50;25;18;10,80;6,30;2;0,02;0,10;0,06
PL150;Pericuara ;35;51,6;16,42;10;15;5;14,2;3,55;2,13;;0,02;0,03;0,02
PL167;Pericuara ;15;51,60;16,42;10;40,00;20,00;16,00;8,00;4,80;2;0,02;0,08;0,05
PL37;Pericuara ;4;51,60;16,42;10,00;30,00;20,00;20,22;8,09;6,07;;0,02;0,08;0,06
PL33;Pericuara ;14;51,60;16,42;10,00;30,00;5,00;20,60;8,24;3,09;;0,02;0,08;0,03
PL166;Pericuara ;21;51,6;16,42;10;30;15;21;8,40;5,25;2;0,02;0,08;0,05
PL167;Pericuara ;13;51,60;16,42;10;50;25;17,32;10,39;6,06;2;0,02;0,10;0,06
PL155;Pericuara ;17;51,60;16,42;10;45,00;20,00;20,42;11,23;6,13;;0,02;0,11;0,06
PL98;Pericuara ;24;51,60;16,42;10,00;45,00;10,00;21,20;11,66;4,24;;0,02;0,11;0,04
PL159;Pericuara ;31;51,6;16,42;10;50;21;28,7;17,22;8,90;;0,02;0,16;0,09
PL1;Pericuara ;24;51,70;16,46;10,00;20,00;10,00;21,50;6,45;4,30;;0,02;0,06;0,04
PL169;Pericuara ;48;51,7;16,46;10;30;15;16,86;6,74;4,22;;0,02;0,06;0,04
PL149;Pericuara ;3;51,7;16,46;10;30;15;17,84;7,14;4,46;;0,02;0,07;0,04
PL101;Pericuara ;2;51,70;16,46;10,00;30,00;5,00;18,70;7,48;2,81;;0,02;0,07;0,03
PL68;Pericuara ;12;51,70;16,46;10,00;45,00;10,00;15,40;8,47;3,08;;0,02;0,08;0,03
PL54;Pericuara ;10;51,70;16,46;10,00;40,00;5,00;17,00;8,50;2,55;2;0,02;0,08;0,02
PL149;Pericuara ;9;51,7;16,46;10;40;20;17,2;8,60;5,16;;0,02;0,08;0,05
PL149;Pericuara ;37;51,7;16,46;10;35;17;19,64;8,84;5,30;;0,02;0,08;0,05
PL6;Pericuara ;7;51,70;16,46;10,00;35,00;20,00;20,10;9,05;6,03;;0,02;0,09;0,06
PL148;Pericuara ;12;51,70;16,46;10;40;20;18,14;9,07;5,44;;0,02;0,09;0,05
PL158;Pericuara ;7;51,70;16,46;10;55;30;16,24;10,56;6,50;2;0,02;0,10;0,06
PL31;Pericuara ;10;51,70;16,46;10,00;45,00;5,00;19,50;10,73;2,93;2;0,02;0,10;0,03
PL147;Pericuara ;13;51,80;16,49;10;35;15;19,23;8,65;4,81;;0,02;0,08;0,05
PL135;Pericuara ;1;51,8;16,49;10;40;20;18,15;9,08;5,45;;0,02;0,09;0,05
PL155;Pericuara ;12;51,80;16,49;10;45;20;16,61;9,14;4,98;2;0,02;0,09;0,05
PL132;Pericuara ;21;51,80;16,49;10;35,00;20,00;20,75;9,34;6,23;2;0,02;0,09;0,06
PL29;Pericuara ;4;51,80;16,49;10,00;50,00;5,00;15,60;9,36;2,34;2;0,02;0,09;0,02
PL159;Pericuara ;41;51,8;16,49;10;45;25;17,9;9,85;6,27;;0,02;0,10;0,06
PL29;Pericuara ;24;51,80;16,49;10,00;30,00;5,00;25,60;10,24;3,84;2;0,02;0,10;0,04
PL135;Pericuara ;33;51,8;16,49;10;40;20;22;11,00;6,60;;0,02;0,11;0,06
PL158;Pericuara ;30;51,8;16,49;10;55;25;17,62;11,45;6,17;2;0,02;0,11;0,06
PL30;Pericuara ;20;51,80;16,49;10,00;50,00;10,00;20,10;12,06;4,02;;0,02;0,12;0,04
PL28;Pericuara ;10;51,80;16,49;10,00;50,00;10,00;21,20;12,72;4,24;;0,02;0,12;0,04
PL37;Pericuara ;17;51,90;16,52;10,00;20,00;10,00;21,60;6,48;4,32;2;0,02;0,06;0,04
PL143;Pericuara ;32;51,9;16,52;10;30;15;16,48;6,59;4,12;;0,02;0,06;0,04
PL147;Pericuara ;16;51,90;16,52;10;35;15,00;17,00;7,65;4,25;;0,02;0,07;0,04
PL157;Pericuara ;4;51,9;16,52;10;30;15;21,56;8,62;5,39;;0,02;0,08;0,05
PL144;Pericuara ;30;51,9;16,52;10;45;25;17,5;9,63;6,13;;0,02;0,09;0,06
PL39;Pericuara ;29;52,00;16,55;10,00;15,00;5,00;17,50;4,38;2,63;2;0,02;0,04;0,03
PL30;Pericuara ;42;52,00;16,55;10,00;25,00;0,00;16,00;5,60;1,60;2;0,02;0,05;0,02
PL84;Pericuara ;8;52,00;16,55;10,00;30,00;10,00;17,70;7,08;3,54;;0,02;0,07;0,03
PL84;Pericuara ;8;52,00;16,55;10,00;30,00;10,00;17,70;7,08;3,54;;0,02;0,07;0,03
PL87;Pericuara ;8;52,00;16,55;10,00;30,00;10,00;17,70;7,08;3,54;;0,02;0,07;0,03
PL37;Pericuara ;51;52,00;16,55;10,00;15,00;10,00;29,40;7,35;5,88;;0,02;0,07;0,06
PL3;Pericuara ;24;52,00;16,55;10,00;40,00;0,00;15,40;7,70;1,54;;0,02;0,07;0,01
PL145;Pericuara ;23;52;16,55;10;40;20;16,5;8,25;4,95;;0,02;0,08;0,05
PL101;Pericuara ;16;52,00;16,55;10,00;45,00;5,00;15,50;8,53;2,33;2;0,02;0,08;0,02
PL9;Pericuara ;28;52,00;16,55;10,00;40,00;25,00;17,40;8,70;6,09;;0,02;0,08;0,06
PL34;Pericuara ;4;52,00;16,55;10,00;40,00;10,00;17,60;8,80;3,52;;0,02;0,09;0,03
PL98;Pericuara ;36;52,00;16,55;10,00;45,00;0,00;16,40;9,02;1,64;;0,02;0,09;0,02
PL58;Pericuara ;17;52,00;16,55;10,00;50,00;10,00;15,30;9,18;3,06;2;0,02;0,09;0,03
PL31;Pericuara ;2;52,00;16,55;10,00;40,00;0,00;19,10;9,55;1,91;2;0,02;0,09;0,02
PL33;Pericuara ;19;52,00;16,55;10,00;45,00;0,00;19,00;10,45;1,90;2;0,02;0,10;0,02
PL3;Pericuara ;10;52,00;16,55;10,00;45,00;5,00;21,00;11,55;3,15;;0,02;0,11;0,03
PL169;Pericuara ;7;52,1;16,58;10;35;15;18,42;8,29;4,61;;0,02;0,08;0,04
PL166;Pericuara ;5;52,1;16,58;10;40;15;17,38;8,69;4,35;;0,02;0,08;0,04
PL7;Pericuara ;25;52,10;16,58;10,00;35,00;0,00;20,50;9,23;2,05;;0,02;0,09;0,02
PL156;Pericuara ;13;52,10;16,58;10;45;25;17,16;9,44;6,01;;0,02;0,09;0,06
PL140;Pericuara ;2B;52,10;16,58;10;40;20;19,28;9,64;5,78;;0,02;0,09;0,06
PL168;Pericuara ;24;52,1;16,58;10;45;20;18,32;10,08;5,50; ;0,02;0,10;0,05
PL156;Pericuara ;41;52,1;16,58;10;40;20;20,74;10,37;6,22;;0,02;0,10;0,06
PL151;Pericuara ;13;52,1;16,58;10;45;15;20;11,00;5,00;;0,02;0,11;0,05
PL158;Pericuara ;39;52,1;16,58;10;50;25;19,1;11,46;6,69;;0,02;0,11;0,07
PL141;Pericuara ;9;52,10;16,58;10;65;35;16,85;12,64;7,58;;0,02;0,12;0,07
PL39;Pericuara ;44;52,20;16,62;10,00;45,00;10,00;11,20;6,16;2,24;;0,02;0,06;0,02
PL39;Pericuara ;2;52,20;16,62;10,00;40,00;5,00;14,30;7,15;2,15;2;0,02;0,07;0,02
PL149;Pericuara ;29;52,2;16,62;10;40;20;17;8,50;5,10;;0,02;0,08;0,05
PL158;Pericuara ;13;52,20;16,62;10;40;20;17,80;8,90;5,34;2;0,02;0,09;0,05
PL169;Pericuara ;30;52,2;16,62;10;45;15;17,12;9,42;4,28;2;0,02;0,09;0,04
PO11;Pericuara ;20;52,20;16,62;10,00;40,00;0,00;19,50;9,75;1,95;2;0,02;0,10;0,02
PL148;Pericuara ;47;52,2;16,62;10;40;25;20,76;10,38;7,27;;0,02;0,10;0,07
PL167;Pericuara ;16;52,20;16,62;10;55,00;30,00;16,23;10,55;6,49;2;0,02;0,10;0,06
PL169;Pericuara ;33;52,2;16,62;10;55;30;18,19;11,82;7,28;3;0,02;0,12;0,07
PL154;Pericuara ;37;52,2;16,62;10;45;25;21,5;11,83;7,53;;0,02;0,12;0,07
PL6;Pericuara ;49;52,20;16,62;10,00;45,00;10,00;23,60;12,98;4,72;;0,02;0,13;0,05
PL9;Pericuara ;34;52,30;16,65;10,00;25,00;10,00;19,60;6,86;3,92;;0,02;0,07;0,04
PL91;Pericuara ;2;52,30;16,65;10,00;32,00;0,00;17,40;7,31;1,74;4;0,02;0,07;0,02
PL128;Pericuara ;13;52,30;16,65;10,00;45,00;0,00;13,60;7,48;1,36;2;0,02;0,07;0,01
PL165;Pericuara ;35;52,3;16,65;10;40;20;17,62;8,81;5,29;;0,02;0,09;0,05
PL155;Pericuara ;24;52,3;16,65;10;45;20;17,14;9,43;5,14;;0,02;0,09;0,05
PL168;Pericuara ;12;52,3;16,65;10;50;20;19,52;11,71;5,86;;0,02;0,12;0,06
PL39;Pericuara ;32;52,30;16,65;10,00;50,00;10,00;19,80;11,88;3,96;2;0,02;0,12;0,04
PL26;Pericuara ;32;52,40;16,68;10,00;25,00;15,00;22,60;7,91;5,65;;0,02;0,08;0,06
PL148;Pericuara ;36;52,4;16,68;10;35;10;18;8,10;3,60;;0,02;0,08;0,04
PL28;Pericuara ;7;52,40;16,68;10,00;40,00;5,00;18,30;9,15;2,75;;0,02;0,09;0,03
PL132;Pericuara ;14;52,40;16,68;10;35;17;20,39;9,18;5,51;2;0,02;0,09;0,05
PL169;Pericuara ;45;52,4;16,68;10;45;20;17,52;9,64;5,26;;0,02;0,10;0,05
PL169;Pericuara ;27;52,4;16,68;10;50;25;17,61;10,57;6,16;2;0,02;0,10;0,06
PL153;Pericuara ;6;52,4;16,68;10;45;25;19,44;10,69;6,80;;0,02;0,11;0,07
PL152;Pericuara ;32;52,4;16,68;10;45;20;21,9;12,05;6,57;;0,02;0,12;0,06
PL32;Pericuara ;32;52,50;16,71;10,00;32,00;0,00;15,30;6,43;1,53;2;0,02;0,06;0,02
PL135;Pericuara ;28;52,5;16,71;10;35;15;17,16;7,72;4,29;2;0,02;0,08;0,04
PL137;Pericuara ;20;52,5;16,71;10;35,00;17,00;17,72;7,97;4,78;2;0,02;0,08;0,05
PL3;Pericuara ;31;52,50;16,71;10,00;40,00;10,00;16,10;8,05;3,22;2;0,02;0,08;0,03
PL160;Pericuara ;48;52,5;16,71;10;40;20;16,14;8,07;4,84;;0,02;0,08;0,05
PO126;Pericuara ;12;52,50;16,71;10;35;15;18;8,10;4,50;;0,02;0,08;0,04
PL143;Pericuara ;42;52,5;16,71;10;40;20;16,54;8,27;4,96;;0,02;0,08;0,05
PL167;Pericuara ;11;52,50;16,71;10;35;10;18,93;8,52;3,79;2;0,02;0,08;0,04
PL32;Pericuara ;37;52,50;16,71;10,00;40,00;5,00;17,30;8,65;2,60;2;0,02;0,09;0,03
PL157;Pericuara ;3;52,5;16,71;10;40;20;20,2;10,10;6,06;2;0,02;0,10;0,06
PL54;Pericuara ;8;52,50;16,71;10,00;35,00;10,00;22,50;10,13;4,50;2;0,02;0,10;0,04
PL7;Pericuara ;24;52,50;16,71;10,00;35,00;10,00;23,70;10,67;4,74;;0,02;0,11;0,05
PL154;Pericuara ;14;52,50;16,71;10;60;30;20,67;14,47;8,27;;0,02;0,14;0,08
PL160;Pericuara ;9;52,60;16,74;10;25;10;15,36;5,38;3,07;;0,02;0,05;0,03
PL148;Pericuara ;3;52,60;16,74;10;35;15;16,27;7,32;4,07;;0,02;0,07;0,04
PL163;Pericuara ;8;52,60;16,74;10;35;17;17,5;7,88;4,73;;0,02;0,08;0,05
PL144;Pericuara ;19;52,60;16,74;10;40;20;15,77;7,89;4,73;;0,02;0,08;0,05
PL162;Pericuara ;7;52,60;16,74;10;45;20;15,54;8,55;4,66;;0,02;0,09;0,05
PL27;Pericuara ;4;52,60;16,74;10,00;40,00;10,00;18,00;9,00;3,60;;0,02;0,09;0,04
PL152;Pericuara ;5;52,6;16,74;10;40;20;18,24;9,12;5,47;;0,02;0,09;0,05
PL149;Pericuara ;30;52,6;16,74;10;45;25;17,33;9,53;6,07;2;0,02;0,09;0,06
PL145;Pericuara ;19;52,6;16,74;10;50,00;20,00;15,98;9,59;4,79;2;0,02;0,10;0,05
PL148;Pericuara ;24;52,6;16,74;10;40;20;19,2;9,60;5,76;;0,02;0,10;0,06
PL98;Pericuara ;11;52,60;16,74;10,00;50,00;10,00;16,20;9,72;3,24;;0,02;0,10;0,03
PL150;Pericuara ;38;52,6;16,74;10;45;20;17,77;9,77;5,33;;0,02;0,10;0,05
PL30;Pericuara ;14;52,60;16,74;10,00;45,00;0,00;17,90;9,85;1,79;2;0,02;0,10;0,02
PL150;Pericuara ;32;52,6;16,74;10;45;20;18,33;10,08;5,50;;0,02;0,10;0,05
PL143;Pericuara ;33;52,6;16,74;10;50;30;16,83;10,10;6,73;;0,02;0,10;0,07
PL166;Pericuara ;25;52,6;16,74;10;45;20;19,6;10,78;5,88;2;0,02;0,11;0,06
PL153;Pericuara ;5;52,6;16,74;10;60;25;17,7;12,39;6,20;2;0,02;0,12;0,06
PL170;Pericuara ;9;52,70;16,77;10;20;0;13,50;4,05;1,35;;0,02;0,04;0,01
PL138;Pericuara ;11;52,70;16,77;10;40;15;15,9;7,95;3,98;;0,02;0,08;0,04
PL54;Pericuara ;14;52,70;16,77;10,00;45,00;10,00;14,80;8,14;2,96;;0,02;0,08;0,03
PL165;Pericuara ;2;52,70;16,77;10;35;15;18,44;8,30;4,61;2;0,02;0,08;0,05
PL163;Pericuara ;17;52,7;16,77;10;40;20;18,4;9,20;5,52;2;0,02;0,09;0,06
PL168;Pericuara ;51;52,7;16,77;10;45;20;17,2;9,46;5,16;;0,02;0,09;0,05
PL167;Pericuara ;25;52,7;16,77;10;50;25;18,74;11,24;6,56;;0,02;0,11;0,07
PL154;Pericuara ;40;52,7;16,77;10;55;30;17,32;11,26;6,93;;0,02;0,11;0,07
PL92;Pericuara ;11;52,80;16,81;10,00;10,00;5,00;24,20;4,84;3,63;;0,02;0,05;0,04
PL30;Pericuara ;24;52,80;16,81;10,00;35,00;10,00;17,00;7,65;3,40;2;0,02;0,08;0,03
PL135;Pericuara ;36;52,8;16,81;10;45;22;14,06;7,73;4,50;2;0,02;0,08;0,05
PL9;Pericuara ;29;52,80;16,81;10,00;30,00;25,00;20,50;8,20;7,18;2;0,02;0,08;0,07
PL34;Pericuara ;10;52,80;16,81;10,00;42,00;5,00;18,20;9,46;2,73;2;0,02;0,09;0,03
PL6;Pericuara ;3;52,80;16,81;10,00;40,00;15,00;19,00;9,50;4,75;;0,02;0,10;0,05
PL166;Pericuara ;30;52,8;16,81;10;40;15;19,38;9,69;4,85;;0,02;0,10;0,05
PL134;Pericuara ;31;52,8;16,81;10;40;20;20;10,00;6,00;;0,02;0,10;0,06
PL144;Pericuara ;37;52,8;16,81;10;45;25;18,26;10,04;6,39;2;0,02;0,10;0,06
PO126;Pericuara ;10;52,80;16,81;10;40;20;21,07;10,54;6,32;;0,02;0,11;0,06
PL137;Pericuara ;16;52,80;16,81;10;60;30;18,00;12,60;7,20;;0,02;0,13;0,07
PL98;Pericuara ;3;52,90;16,84;10,00;25,00;0,00;17,70;6,20;1,77;2;0,02;0,06;0,02
PL142;Pericuara ;39;52,9;16,84;10;40;20;15,46;7,73;4,64;;0,02;0,08;0,05
PL169;Pericuara ;9;52,9;16,84;10;30;15;19,5;7,80;4,88;;0,02;0,08;0,05
PL169;Pericuara ;12;52,9;16,84;10;40;20;16,56;8,28;4,97;;0,02;0,08;0,05
PL150;Pericuara ;29;52,9;16,84;10;35;15;18,63;8,38;4,66;;0,02;0,08;0,05
PL169;Pericuara ;2;52,9;16,84;10;35;15;18,86;8,49;4,72;;0,02;0,09;0,05
PL133;Pericuara ;18;52,9;16,84;10;35,00;20,00;21,92;9,86;6,58;;0,02;0,10;0,07
PL135;Pericuara ;29;52,9;16,84;10;50;25;18,97;11,38;6,64;;0,02;0,11;0,07
PL58;Pericuara ;10;53,00;16,87;10,00;50,00;15,00;13,10;7,86;3,28;;0,02;0,08;0,03
PL27;Pericuara ;7;53,00;16,87;10,00;40,00;0,00;18,10;9,05;1,81;2;0,02;0,09;0,02
PL150;Pericuara ;26;53;16,87;10;45;25;17,46;9,60;6,11;;0,02;0,10;0,06
PL7;Pericuara ;26;53,00;16,87;10,00;35,00;0,00;22,90;10,31;2,29;2;0,02;0,10;0,02
PL27;Pericuara ;25;53,00;16,87;10,00;45,00;10,00;18,90;10,40;3,78;;0,02;0,11;0,04
PL30;Pericuara ;16;53,00;16,87;10,00;45,00;10,00;19,10;10,51;3,82;;0,02;0,11;0,04
PL3;Pericuara ;37;53,00;16,87;10,00;55,00;10,00;18,00;11,70;3,60;;0,02;0,12;0,04
PL169;Pericuara ;37;53,1;16,90;10;35;10;13,83;6,22;2,77;;0,02;0,06;0,03
PL27;Pericuara ;26;53,10;16,90;10,00;35,00;5,00;17,10;7,70;2,57;2;0,02;0,08;0,03
PL153;Pericuara ;12;53,1;16,90;10;35;15;17,72;7,97;4,43;;0,02;0,08;0,04
PL39;Pericuara ;20;53,10;16,90;10,00;45,00;5,00;15,20;8,36;2,28;;0,02;0,08;0,02
PL150;Pericuara ;24;53,1;16,90;10;40;20;16,83;8,42;5,05;;0,02;0,09;0,05
PL138;Pericuara ;7;53,10;16,90;10;40;20;17,46;8,73;5,24;;0,02;0,09;0,05
PO1;Pericuara ;9;53,10;16,90;10,00;60,00;20,00;12,50;8,75;3,75;2;0,02;0,09;0,04
PL1;Pericuara ;22;53,10;16,90;10,00;35,00;20,00;20,40;9,18;6,12;;0,02;0,09;0,06
PL156;Pericuara ;16;53,10;16,90;10;40,00;20,00;18,38;9,19;5,51;2;0,02;0,09;0,06
PL165;Pericuara ;34;53,1;16,90;10;45;20;16,8;9,24;5,04;;0,02;0,09;0,05
PO11;Pericuara ;1;53,10;16,90;10,00;45,00;10,00;18,40;10,12;3,68;;0,02;0,10;0,04
PL145;Pericuara ;20;53,10;16,90;10;45,00;25,00;18,84;10,36;6,59;;0,02;0,11;0,07
PL34;Pericuara ;3;53,10;16,90;10,00;50,00;10,00;18,00;10,80;3,60;;0,02;0,11;0,04
PL101;Pericuara ;23;53,20;16,93;10,00;30,00;10,00;13,50;5,40;2,70;;0,02;0,05;0,03
PO122;Pericuara ;10;53,20;16,93;10,00;32,00;8,00;17,10;7,18;3,08;2;0,02;0,07;0,03
PL143;Pericuara ;45;53,2;16,93;10;45;20;13,9;7,65;4,17;;0,02;0,08;0,04
PL161;Pericuara ;2;53,20;16,93;10;45;23;14,74;8,11;4,86;;0,02;0,08;0,05
PL153;Pericuara ;30;53,2;16,93;10;30;15;20,29;8,12;5,07;;0,02;0,08;0,05
PL135;Pericuara ;16;53,20;16,93;10;40;20;17,04;8,52;5,11;;0,02;0,09;0,05
PL110;Pericuara ;9;53,20;16,93;5,00;50,00;10,00;16,00;8,80;2,40;;0,02;0,09;0,02
PL167;Pericuara ;64;53,2;16,93;10;40;20;20,34;10,17;6,10;;0,02;0,10;0,06
PL154;Pericuara ;6;53,20;16,93;10;55;30;21,44;13,94;8,58;;0,02;0,14;0,09
PL149;Pericuara ;12;53,25;16,95;10;30;15;17,36;6,94;4,34;;0,02;0,07;0,04
PL151;Pericuara ;15;53,3;16,97;10;20;10;18,6;5,58;3,72;;0,02;0,06;0,04
PL164;Pericuara ;30;53,3;16,97;10;30;15;15,82;6,33;3,96;2;0,02;0,06;0,04
PL6;Pericuara ;10;53,30;16,97;10,00;28,00;10,00;17,70;6,73;3,54;3;0,02;0,07;0,04
PL158;Pericuara ;41;53,3;16,97;10;30;10;16,92;6,77;3,38;;0,02;0,07;0,03
PL27;Pericuara ;11;53,30;16,97;10,00;35,00;10,00;16,80;7,56;3,36;;0,02;0,08;0,03
PL164;Pericuara ;25;53,3;16,97;10;40;20;17,46;8,73;5,24;;0,02;0,09;0,05
PL166;Pericuara ;29;53,3;16,97;10;40;20;17,86;8,93;5,36;2;0,02;0,09;0,05
PL158;Pericuara ;16;53,30;16,97;10;50,00;26,00;15,67;9,40;5,64;2;0,02;0,10;0,06
PL134;Pericuara ;35;53,3;16,97;10;45;25;17,54;9,65;6,14;2;0,02;0,10;0,06
PL142;Pericuara ;10;53,30;16,97;10;45;25;17,88;9,83;6,26;;0,02;0,10;0,06
PL147;Pericuara ;8;53,30;16,97;10;45;20;17,93;9,86;5,38;2;0,02;0,10;0,05
PO11;Pericuara ;22;53,30;16,97;10,00;45,00;10,00;18,50;10,18;3,70;2;0,02;0,10;0,04
PL158;Pericuara ;47;53,3;16,97;10;55;30;15,9;10,34;6,36;;0,02;0,11;0,06
PL148;Pericuara ;21;53,3;16,97;10;50,00;25,00;17,43;10,46;6,10;;0,02;0,11;0,06
PL154;Pericuara ;19;53,30;16,97;10;55;30;22,48;14,61;8,99;2;0,02;0,15;0,09
PL154;Pericuara ;32;53,3;16,97;10;55;30;23,46;15,25;9,38;;0,02;0,16;0,10
PL169;Pericuara ;34;53,4;17,00;10;35;17;19,48;8,77;5,26;;0,02;0,09;0,05
PL164;Pericuara ;18;53,4;17,00;10;40;20;17,78;8,89;5,33;;0,02;0,09;0,05
PL155;Pericuara ;28;53,4;17,00;10;40;20;18,23;9,12;5,47;;0,02;0,09;0,06
PL159;Pericuara ;9;53,40;17,00;10;35;15;21,52;9,68;5,38;;0,02;0,10;0,06
PL158;Pericuara ;24;53,4;17,00;10;55;25;17,28;11,23;6,05;;0,02;0,12;0,06
PL28;Pericuara ;27;53,40;17,00;10,00;50,00;10,00;21,30;12,78;4,26;2;0,02;0,13;0,04
PL165;Pericuara ;43;53,5;17,03;10;30;15;16,12;6,45;4,03;;0,02;0,07;0,04
PL9;Pericuara ;4;53,50;17,03;10,00;30,00;20,00;16,30;6,52;4,89;2;0,02;0,07;0,05
PL156;Pericuara ;24;53,5;17,03;10;40;20;14,64;7,32;4,39;;0,02;0,08;0,05
PL27;Pericuara ;8;53,50;17,03;10,00;35,00;5,00;17,80;8,01;2,67;;0,02;0,08;0,03
PL30;Pericuara ;10;53,50;17,03;10,00;40,00;15,00;16,30;8,15;4,08;;0,02;0,08;0,04
PL137;Pericuara ;9;53,50;17,03;10;40;20;18,38;9,19;5,51;;0,02;0,09;0,06
PL160;Pericuara ;4;53,5;17,03;10;35;15;21,53;9,69;5,38;;0,02;0,10;0,06
PL54;Pericuara ;2;53,50;17,03;10,00;40,00;10,00;19,90;9,95;3,98;2;0,02;0,10;0,04
PL168;Pericuara ;49;53,5;17,03;10;40;20;20,16;10,08;6,05;;0,02;0,10;0,06
PL4;Pericuara ;6;53,50;17,03;10,00;70,00;30,00;13,40;10,72;5,36;1;0,02;0,11;0,06
PL141;Pericuara ;12;53,50;17,03;10;60;30;15,60;10,92;6,24;;0,02;0,11;0,06
PL28;Pericuara ;16;53,50;17,03;10,00;45,00;0,00;20,40;11,22;2,04;2;0,02;0,12;0,02
PL154;Pericuara ;2;53,50;17,03;10;45;25;21,82;12,00;7,64;;0,02;0,12;0,08
PL151;Pericuara ;27;53,6;17,06;10;30;15;16,14;6,46;4,04;;0,02;0,07;0,04
PL30;Pericuara ;27;53,60;17,06;10,00;30,00;5,00;16,90;6,76;2,54;2;0,02;0,07;0,03
PL139;Pericuara ;4;53,6;17,06;10;30;15;17,14;6,86;4,29;2;0,02;0,07;0,04
PL166;Pericuara ;26;53,6;17,06;10;25;10;19,82;6,94;3,96;;0,02;0,07;0,04
PL144;Pericuara ;64;53,6;17,06;10;35;15;15,95;7,18;3,99;;0,02;0,07;0,04
PL166;Pericuara ;9;53,6;17,06;10;25;10;20,86;7,30;4,17;2;0,02;0,08;0,04
PL133;Pericuara ;29;53,6;17,06;10;35;15;16,4;7,38;4,10;;0,02;0,08;0,04
PL139;Pericuara ;20;53,6;17,06;10;35,00;15,00;17,08;7,69;4,27;;0,02;0,08;0,04
PL134;Pericuara ;22;53,60;17,06;10;35;17;20,37;9,17;5,50;;0,02;0,09;0,06
PL166;Pericuara ;19;53,6;17,06;10;45;20;16,8;9,24;5,04;;0,02;0,10;0,05
PL51;Pericuara ;12;53,60;17,06;10,00;50,00;15,00;17,40;10,44;4,35;;0,02;0,11;0,04
PL123;Pericuara ;12;53,60;17,06;10,00;50,00;15,00;17,40;10,44;4,35;;0,02;0,11;0,04
