ID_Parcela;Predio;INDV;CAP_cm;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C
PL168;Pericuara ;55;38,2;12,16;10;30;15;16,85;6,74;4,21;;0,01;0,04;0,02
PL51;Pericuara ;23;38,20;12,16;10,00;32,00;0,00;17,30;7,27;1,73;;0,01;0,04;0,01
PL123;Pericuara ;23;38,20;12,16;10,00;32,00;0,00;17,30;7,27;1,73;;0,01;0,04;0,01
PL144;Pericuara ;16;38,20;12,16;10;50,00;25,00;16,40;9,84;5,74;;0,01;0,05;0,03
PL168;Pericuara ;34;38,2;12,16;10;50;25;18,2;10,92;6,37;2;0,01;0,06;0,03
PL100;Pericuara ;2;38,20;12,16;10,00;40,00;15,00;23,73;11,87;5,93;;0,01;0,06;0,03
PL95;Pericuara ;17;38,30;12,19;10,00;15,00;10,00;15,50;3,88;3,10;2;0,01;0,02;0,02
PL37;Pericuara ;6;38,30;12,19;10,00;15,00;5,00;16,40;4,10;2,46;2;0,01;0,02;0,01
PL136;Pericuara ;5;38,3;12,19;10;30;10;18,66;7,46;3,73;;0,01;0,04;0,02
PL37;Pericuara ;21;38,40;12,22;10,00;10,00;0,00;21,10;4,22;2,11;2;0,01;0,02;0,01
PL3;Pericuara ;6;38,40;12,22;10,00;30,00;0,00;20,40;8,16;2,04;;0,01;0,04;0,01
PL151;Pericuara ;26;38,5;12,25;10;35;10;15,43;6,94;3,09;2;0,01;0,04;0,02
PL3;Pericuara ;38;38,50;12,25;10,00;25,00;0,00;20,00;7,00;2,00;;0,01;0,04;0,01
PL98;Pericuara ;12;38,50;12,25;10,00;40,00;0,00;14,60;7,30;1,46;;0,01;0,04;0,01
PL143;Pericuara ;43;38,6;12,29;10;30;15;15,15;6,06;3,79;;0,01;0,03;0,02
PL144;Pericuara ;40;38,6;12,29;10;35;15;17,2;7,74;4,30;2;0,01;0,04;0,02
PL144;Pericuara ;32;38,6;12,29;10;35;15;18,26;8,22;4,57;;0,01;0,04;0,02
PL51;Pericuara ;11;38,60;12,29;10,00;34,00;0,00;18,80;8,27;1,88;;0,01;0,04;0,01
PL123;Pericuara ;11;38,60;12,29;10,00;34,00;0,00;18,80;8,27;1,88;;0,01;0,04;0,01
PL51;Pericuara ;2;38,60;12,29;10,00;40,00;0,00;21,80;10,90;2,18;;0,01;0,06;0,01
PL123;Pericuara ;2;38,60;12,29;10,00;40,00;0,00;21,80;10,90;2,18;;0,01;0,06;0,01
PL155;Pericuara ;10;38,70;12,32;10;15;0;17,20;4,30;1,72;;0,01;0,02;0,01
PL32;Pericuara ;33;38,70;12,32;10,00;20,00;0,00;15,70;4,71;1,57;2;0,01;0,03;0,01
PL37;Pericuara ;49;38,70;12,32;10,00;15,00;10,00;27,60;6,90;5,52;;0,01;0,04;0,03
PL34;Pericuara ;32;38,70;12,32;10,00;45,00;10,00;14,50;7,98;2,90;2;0,01;0,04;0,02
PL133;Pericuara ;22;38,7;12,32;10;40;20;29,62;14,81;8,89;;0,01;0,08;0,05
PL134;Pericuara ;14;38,80;12,35;10;20;10;17,73;5,32;3,55;;0,01;0,03;0,02
PL157;Pericuara ;11;38,8;12,35;10;35;15;16,23;7,30;4,06;2;0,01;0,04;0,02
PL133;Pericuara ;12;38,80;12,35;10;30;15;19,60;7,84;4,90;;0,01;0,04;0,03
PL32;Pericuara ;3;38,90;12,38;10,00;20,00;0,00;13,70;4,11;1,37;;0,01;0,02;0,01
PL139;Pericuara ;28;38,9;12,38;10;30;15;19,16;7,66;4,79;;0,01;0,04;0,03
PL154;Pericuara ;54;38,9;12,38;10;40;15;19,38;9,69;4,85;;0,01;0,05;0,03
PL154;Pericuara ;39;38,9;12,38;10;45;20;20,14;11,08;6,04;;0,01;0,06;0,03
PL37;Pericuara ;20;39,00;12,41;10,00;10,00;0,00;22,80;4,56;2,28;2;0,01;0,02;0,01
PO125;Pericuara ;5;39,00;12,41;10,00;30,00;0,00;13,80;5,52;1,38;;0,01;0,03;0,01
PL128;Pericuara ;7;39,00;12,41;10,00;25,00;0,00;16,20;5,67;1,62;2;0,01;0,03;0,01
PL129;Pericuara ;6;39,00;12,41;10,00;30,00;5,00;18,40;7,36;2,76;;0,01;0,04;0,02
PL129;Pericuara ;6;39,00;12,41;10;30;5;18,4;7,36;2,76;;0,01;0,04;0,02
PO125;Pericuara ;19;39,00;12,41;10,00;35,00;0,00;18,40;8,28;1,84;;0,01;0,05;0,01
PL37;Pericuara ;15;39,10;12,45;10,00;20,00;10,00;14,60;4,38;2,92;;0,01;0,02;0,02
PL95;Pericuara ;26;39,10;12,45;10,00;15,00;10,00;17,60;4,40;3,52;;0,01;0,02;0,02
PL58;Pericuara ;9;39,10;12,45;10,00;50,00;5,00;11,00;6,60;1,65;2;0,01;0,04;0,01
PL165;Pericuara ;36;39,1;12,45;10;30;15;17,4;6,96;4,35;;0,01;0,04;0,02
PL139;Pericuara ;3;39,10;12,45;10;25;10;20,96;7,34;4,19;;0,01;0,04;0,02
PL168;Pericuara ;1;39,1;12,45;10;40;20;16,25;8,13;4,88;2;0,01;0,04;0,03
PL37;Pericuara ;16;39,20;12,48;10,00;20,00;10,00;14,70;4,41;2,94;;0,01;0,02;0,02
PL33;Pericuara ;20;39,20;12,48;10,00;20,00;0,00;20,90;6,27;2,09;;0,01;0,03;0,01
PL160;Pericuara ;58;39,2;12,48;10;30;10;16,68;6,67;3,34;;0,01;0,04;0,02
PL31;Pericuara ;4;39,20;12,48;10,00;30,00;0,00;17,40;6,96;1,74;;0,01;0,04;0,01
PL161;Pericuara ;11;39,20;12,48;10;30;10;18,75;7,50;3,75;;0,01;0,04;0,02
PL6;Pericuara ;50;39,20;12,48;10,00;30,00;15,00;21,90;8,76;5,48;;0,01;0,05;0,03
PL154;Pericuara ;42;39,2;12,48;10;45;20;18,63;10,25;5,59;;0,01;0,06;0,03
PL27;Pericuara ;23;39,30;12,51;10,00;30,00;0,00;11,10;4,44;1,11;3;0,01;0,02;0,01
PL144;Pericuara ;27;39,3;12,51;10;30;15;14,73;5,89;3,68;;0,01;0,03;0,02
PL166;Pericuara ;18;39,3;12,51;10;35;15;16,48;7,42;4,12;;0,01;0,04;0,02
PO125;Pericuara ;6;39,30;12,51;10,00;25,00;0,00;22,50;7,88;2,25;;0,01;0,04;0,01
PL129;Pericuara ;20;39,38;12,54;10;20,00;10,00;17,28;5,18;3,46;;0,01;0,03;0,02
PL129;Pericuara ;8;39,40;12,54;10,00;30,00;10,00;13,10;5,24;2,62;2;0,01;0,03;0,01
PL129;Pericuara ;8;39,40;12,54;10;30;10;13,1;5,24;2,62;2;0,01;0,03;0,01
PL158;Pericuara ;19;39,40;12,54;10;35;16;19;8,55;4,94;3;0,01;0,05;0,03
PL157;Pericuara ;15;39,4;12,54;10;35;15;19,51;8,78;4,88;;0,01;0,05;0,03
PL7;Pericuara ;31;39,40;12,54;10,00;30,00;0,00;24,30;9,72;2,43;;0,01;0,05;0,01
PL37;Pericuara ;11;39,50;12,57;10,00;10,00;5,00;17,70;3,54;2,66;;0,01;0,02;0,01
PL100;Pericuara ;7;39,50;12,57;10,00;25,00;0,00;10,30;3,61;1,03;;0,01;0,02;0,01
PO6;Pericuara ;34;39,50;12,57;20,00;100,00;60,00;4,20;5,04;3,36;1;0,01;0,03;0,02
PL37;Pericuara ;24;39,50;12,57;10,00;20,00;10,00;16,90;5,07;3,38;;0,01;0,03;0,02
PL37;Pericuara ;11;39,50;12,57;10,00;20,00;10,00;20,80;6,24;4,16;;0,01;0,04;0,02
PL141;Pericuara ;10;39,50;12,57;10;45;20;13,40;7,37;4,02;;0,01;0,04;0,02
PL7;Pericuara ;3;39,50;12,57;10,00;30,00;0,00;20,00;8,00;2,00;2;0,01;0,04;0,01
PL51;Pericuara ;20;39,50;12,57;10,00;40,00;0,00;17,40;8,70;1,74;2;0,01;0,05;0,01
PL123;Pericuara ;20;39,50;12,57;10,00;40,00;0,00;17,40;8,70;1,74;2;0,01;0,05;0,01
PL152;Pericuara ;10;39,5;12,57;10;35;15;19,65;8,84;4,91;;0,01;0,05;0,03
PL164;Pericuara ;8;39,60;12,61;10;30;15;15,82;6,33;3,96;2;0,01;0,04;0,02
PL167;Pericuara ;4;39,6;12,61;10;30;15;18,83;7,53;4,71;3;0,01;0,04;0,03
PL30;Pericuara ;1B;39,60;12,61;10,00;40,00;0,00;16,20;8,10;1,62;;0,01;0,05;0,01
PL147;Pericuara ;20;39,6;12,61;10;40;20,00;18,44;9,22;5,53;;0,01;0,05;0,03
PL158;Pericuara ;12;39,60;12,61;10;45;16;19,87;10,93;5,17;2;0,01;0,06;0,03
PL153;Pericuara ;10;39,6;12,61;10;45;20;20,82;11,45;6,25;;0,01;0,06;0,04
PL115;Pericuara ;7;39,70;12,64;10,00;15,00;0,00;18,30;4,58;1,83;;0,01;0,03;0,01
PL129;Pericuara ;9;39,70;12,64;10,00;25,00;0,00;15,40;5,39;1,54;;0,01;0,03;0,01
PL129;Pericuara ;9;39,70;12,64;10;25;0;15,40;5,39;1,54;;0,01;0,03;0,01
PL37;Pericuara ;2;39,70;12,64;10,00;25,00;15,00;17,10;5,99;4,28;;0,01;0,03;0,02
PL129;Pericuara ;15;39,70;12,64;10,00;25,00;10,00;20,20;7,07;4,04;;0,01;0,04;0,02
PL129;Pericuara ;15;39,70;12,64;10;25;10;20,2;7,07;4,04;;0,01;0,04;0,02
PL132;Pericuara ;9;39,70;12,64;10;35;15;19,18;8,63;4,80;;0,01;0,05;0,03
PL6;Pericuara ;41;39,70;12,64;10,00;35,00;15,00;20,20;9,09;5,05;2;0,01;0,05;0,03
PL148;Pericuara ;19;39,7;12,64;10;50,00;25,00;17,76;10,66;6,22;;0,01;0,06;0,04
PL169;Pericuara ;32;39,8;12,67;10;35;15;18,54;8,34;4,64;2;0,01;0,05;0,03
PL34;Pericuara ;33;39,80;12,67;10,00;40,00;0,00;17,30;8,65;1,73;;0,01;0,05;0,01
PL168;Pericuara ;29;39,8;12,67;10;40;20;19,3;9,65;5,79;;0,01;0,05;0,03
PL6;Pericuara ;52;39,80;12,67;10,00;40,00;10,00;21,50;10,75;4,30;;0,01;0,06;0,02
PL34;Pericuara ;42;39,80;12,67;10,00;50,00;15,00;18,50;11,10;4,63;;0,01;0,06;0,03
PL37;Pericuara ;17;39,90;12,70;10,00;10,00;5,00;20,40;4,08;3,06;;0,01;0,02;0,02
PL165;Pericuara ;31B;39,9;12,70;10;20;10;18,2;5,46;3,64;;0,01;0,03;0,02
PL150;Pericuara ;39B;39,9;12,70;10;25;0;15,73;5,51;1,57;;0,01;0,03;0,01
PL151;Pericuara ;25;39,9;12,70;10;30;15;16,82;6,73;4,21;;0,01;0,04;0,02
PL165;Pericuara ;42;39,9;12,70;10;35;15;16,34;7,35;4,09;3;0,01;0,04;0,02
PL159;Pericuara ;30;39,9;12,70;10;40;15;18,83;9,42;4,71;2;0,01;0,05;0,03
PL61;Pericuara ;9;40,00;12,73;10,00;15,00;5,00;17,30;4,33;2,60;;0,01;0,02;0,01
PL37;Pericuara ;7;40,00;12,73;10,00;20,00;10,00;15,70;4,71;3,14;;0,01;0,03;0,02
PL32;Pericuara ;1;40,00;12,73;10,00;20,00;0,00;16,40;4,92;1,64;3;0,01;0,03;0,01
PL115;Pericuara ;4;40,00;12,73;10,00;18,00;0,00;17,80;4,98;1,78;;0,01;0,03;0,01
PL26;Pericuara ;42;40,00;12,73;10,00;20,00;10,00;16,70;5,01;3,34;;0,01;0,03;0,02
PL141;Pericuara ;25;40;12,73;10;25;10;20,04;7,01;4,01;;0,01;0,04;0,02
PL87;Pericuara ;14;40,00;12,73;10,00;30,00;10,00;16,47;6,59;3,29;;0,01;0,04;0,02
PO6;Pericuara ;19;40,00;12,73;10,00;50,00;10,00;12,58;7,55;2,52;1;0,01;0,04;0,01
PL8;Pericuara ;29;40,00;12,73;10,00;60,00;20,00;13,00;9,10;3,90;;0,01;0,05;0,02
PL144;Pericuara ;39;40,1;12,76;10;20;10;17,92;5,38;3,58;;0,01;0,03;0,02
PL170;Pericuara ;17;40,1;12,76;10;25;10;18,92;6,62;3,78;;0,01;0,04;0,02
PL168;Pericuara ;16;40,1;12,76;10;25;10;19,44;6,80;3,89;2;0,01;0,04;0,02
PL8;Pericuara ;8;40,10;12,76;10,00;65,00;15,00;10,30;7,73;2,58;;0,01;0,04;0,01
PL157;Pericuara ;33;40,1;12,76;10;40;20;15,92;7,96;4,78;2;0,01;0,05;0,03
PL138;Pericuara ;1;40,1;12,76;10;50;25;13,54;8,12;4,74;;0,01;0,05;0,03
PL142;Pericuara ;22;40,1;12,76;10;35;15;19,62;8,83;4,91;;0,01;0,05;0,03
PL29;Pericuara ;5;40,10;12,76;10,00;40,00;0,00;18,10;9,05;1,81;;0,01;0,05;0,01
PL134;Pericuara ;39B;40,1;12,76;10;40;20;19,15;9,58;5,75;;0,01;0,06;0,03
PL141;Pericuara ;22;40,10;12,76;10;35;15;28,54;12,84;7,14;2;0,01;0,07;0,04
PL61;Pericuara ;13;40,20;12,80;10,00;5,00;0,00;18,50;2,78;1,85;;0,01;0,02;0,01
PL92;Pericuara ;3;40,20;12,80;10,00;20,00;15,00;17,50;5,25;4,38;;0,01;0,03;0,03
PL144;Pericuara ;9;40,20;12,80;10;30;10;15,46;6,18;3,09;2;0,01;0,04;0,02
PL115;Pericuara ;10;40,20;12,80;10,00;35,00;0,00;13,90;6,26;1,39;;0,01;0,04;0,01
PL143;Pericuara ;28;40,2;12,80;10;30;15;15,69;6,28;3,92;;0,01;0,04;0,02
PL139;Pericuara ;3B;40,2;12,80;10;25;10;21,15;7,40;4,23;;0,01;0,04;0,02
PO1;Pericuara ;10;40,20;12,80;10,00;40,00;20,00;15,30;7,65;4,59;;0,01;0,04;0,03
PL27;Pericuara ;28;40,20;12,80;10,00;30,00;0,00;21,20;8,48;2,12;2;0,01;0,05;0,01
PL1;Pericuara ;5;40,20;12,80;10,00;30,00;15,00;22,10;8,84;5,53;;0,01;0,05;0,03
PL167;Pericuara ;10;40,20;12,80;10;40;20;18,84;9,42;5,65;;0,01;0,05;0,03
PL148;Pericuara ;10;40,20;12,80;10;50;25;16,27;9,76;5,69;;0,01;0,06;0,03
PL155;Pericuara ;35;40,3;12,83;10;20;5;14,34;4,30;2,15;;0,01;0,03;0,01
PL155;Pericuara ;9;40,30;12,83;10;40;15;11,93;5,97;2,98;;0,01;0,03;0,02
PL170;Pericuara ;17B;40,3;12,83;10;25;10;18,05;6,32;3,61;;0,01;0,04;0,02
PL6;Pericuara ;12;40,30;12,83;10,00;25,00;10,00;19,90;6,97;3,98;;0,01;0,04;0,02
PL147;Pericuara ;22;40,3;12,83;10;35,00;15,00;15,88;7,15;3,97;;0,01;0,04;0,02
PL135;Pericuara ;18;40,30;12,83;10;25,00;10,00;20,46;7,16;4,09;;0,01;0,04;0,02
PL139;Pericuara ;22;40,3;12,83;10;30;20;18;7,20;5,40;;0,01;0,04;0,03
PL144;Pericuara ;26;40,3;12,83;10;40;20;15,62;7,81;4,69;;0,01;0,05;0,03
PL8;Pericuara ;1;40,30;12,83;10,00;40,00;10,00;16,32;8,16;3,26;;0,01;0,05;0,02
PL7;Pericuara ;8;40,30;12,83;10,00;35,00;0,00;18,35;8,26;1,84;2;0,01;0,05;0,01
PL161;Pericuara ;23B;40,3;12,83;10;35;15;18,47;8,31;4,62;;0,01;0,05;0,03
PL91;Pericuara ;7;40,30;12,83;10,00;30,00;20,00;21,00;8,40;6,30;2;0,01;0,05;0,04
PL54;Pericuara ;16;40,30;12,83;10,00;35,00;0,00;19,00;8,55;1,90;;0,01;0,05;0,01
PL153;Pericuara ;32B;40,3;12,83;10;40;20;18,84;9,42;5,65;;0,01;0,06;0,03
PL39;Pericuara ;42;40,40;12,86;10,00;25,00;0,00;12,20;4,27;1,22;;0,01;0,03;0,01
PL140;Pericuara ;12;40,40;12,86;10;30;10;17,70;7,08;3,54;2;0,01;0,04;0,02
PL145;Pericuara ;21;40,4;12,86;10;35,00;15,00;16,16;7,27;4,04;2;0,01;0,04;0,02
PL150;Pericuara ;42;40,4;12,86;10;40;15;18,8;9,40;4,70;2;0,01;0,06;0,03
PL148;Pericuara ;34;40,5;12,89;10;20;10;16,72;5,02;3,34;;0,01;0,03;0,02
PL143;Pericuara ;5;40,5;12,89;10;15;5;20,40;5,10;3,06;;0,01;0,03;0,02
PL165;Pericuara ;39;40,5;12,89;10;30;10;15,56;6,22;3,11;;0,01;0,04;0,02
PL153;Pericuara ;7;40,5;12,89;10;30;10;17,75;7,10;3,55;2;0,01;0,04;0,02
PL165;Pericuara ;10;40,50;12,89;10;30;15;18,47;7,39;4,62;;0,01;0,04;0,03
PL144;Pericuara ;3;40,50;12,89;10;35;15;17,50;7,88;4,38;2;0,01;0,05;0,03
PL6;Pericuara ;9;40,50;12,89;10,00;30,00;10,00;20,20;8,08;4,04;;0,01;0,05;0,02
PO122;Pericuara ;17;40,50;12,89;10,00;25,00;0,00;23,30;8,16;2,33;2;0,01;0,05;0,01
PL98;Pericuara ;22;40,50;12,89;10,00;25,00;0,00;25,20;8,82;2,52;;0,01;0,05;0,01
PL33;Pericuara ;11;40,60;12,92;10,00;20,00;0,00;17,30;5,19;1,73;;0,01;0,03;0,01
PL128;Pericuara ;19;40,60;12,92;10,00;23,00;0,00;22,20;7,33;2,22;2;0,01;0,04;0,01
PL37;Pericuara ;31;40,60;12,92;10,00;30,00;20,00;19,50;7,80;5,85;;0,01;0,05;0,03
PL144;Pericuara ;46;40,6;12,92;10;35;15;17,75;7,99;4,44;;0,01;0,05;0,03
PL158;Pericuara ;18;40,6;12,92;10;40;20;17,14;8,57;5,14;;0,01;0,05;0,03
PL95;Pericuara ;20;40,70;12,96;10,00;15,00;10,00;18,10;4,53;3,62;2;0,01;0,03;0,02
PL144;Pericuara ;48;40,7;12,96;10;35;15;13,81;6,21;3,45;;0,01;0,04;0,02
PL98;Pericuara ;23;40,70;12,96;10,00;30,00;0,00;23,40;9,36;2,34;2;0,01;0,06;0,01
PL143;Pericuara ;13;40,80;12,99;10;10;0;13,25;2,65;1,33;;0,01;0,02;0,01
PL61;Pericuara ;10;40,80;12,99;10,00;10,00;5,00;16,30;3,26;2,45;;0,01;0,02;0,01
PL169;Pericuara ;6;40,8;12,99;10;25;10;17,57;6,15;3,51;2;0,01;0,04;0,02
PL127;Pericuara ;39;40,80;12,99;10,00;40,00;0,00;12,44;6,22;1,24;2;0,01;0,04;0,01
PL160;Pericuara ;46;40,8;12,99;10;35;15;14,75;6,64;3,69;;0,01;0,04;0,02
PL1;Pericuara ;7;40,80;12,99;10,00;30,00;10,00;22,50;9,00;4,50;;0,01;0,05;0,03
PL166;Pericuara ;16;40,8;12,99;10;30;15;22,96;9,18;5,74;;0,01;0,05;0,03
PO125;Pericuara ;3;40,90;13,02;10,00;25,00;0,00;14,60;5,11;1,46;2;0,01;0,03;0,01
PL32;Pericuara ;34;40,90;13,02;10,00;20,00;0,00;19,80;5,94;1,98;2;0,01;0,04;0,01
PL134;Pericuara ;24;40,9;13,02;10;30;15;15,39;6,16;3,85;;0,01;0,04;0,02
PL98;Pericuara ;14;40,90;13,02;10,00;20,00;0,00;20,60;6,18;2,06;;0,01;0,04;0,01
PL148;Pericuara ;54;40,9;13,02;10;25;10;17,84;6,24;3,57;;0,01;0,04;0,02
PL28;Pericuara ;30;40,90;13,02;10,00;30,00;0,00;19,60;7,84;1,96;;0,01;0,05;0,01
PL30;Pericuara ;1;40,90;13,02;10,00;40,00;0,00;16,00;8,00;1,60;2;0,01;0,05;0,01
PL143;Pericuara ;23;41,00;13,05;10;17;0;14,82;4,00;1,48;;0,01;0,02;0,01
PL95;Pericuara ;8;41,00;13,05;10,00;10,00;5,00;23,40;4,68;3,51;;0,01;0,03;0,02
PL40;Pericuara ;3;41,00;13,05;10,00;20,00;15,00;19,20;5,76;4,80;2;0,01;0,03;0,03
PL9;Pericuara ;30;41,00;13,05;10,00;30,00;20,00;15,00;6,00;4,50;2;0,01;0,04;0,03
PO6;Pericuara ;27;41,00;13,05;10,00;60,00;15,00;10,44;7,31;2,61;1;0,01;0,04;0,02
PL30;Pericuara ;11;41,00;13,05;10,00;50,00;0,00;14,80;8,88;1,48;;0,01;0,05;0,01
PO6;Pericuara ;1B;41,00;13,05;15,00;70,00;30,00;11,70;9,95;5,27;1;0,01;0,06;0,03
PL51;Pericuara ;25;41,00;13,05;10,00;40,00;0,00;20,80;10,40;2,08;;0,01;0,06;0,01
PL123;Pericuara ;25;41,00;13,05;10,00;40,00;0,00;20,80;10,40;2,08;;0,01;0,06;0,01
PL95;Pericuara ;9;41,10;13,08;10,00;10,00;5,00;22,80;4,56;3,42;;0,01;0,03;0,02
PL37;Pericuara ;44;41,10;13,08;10,00;15,00;10,00;23,30;5,83;4,66;;0,01;0,04;0,03
PL156;Pericuara ;29;41,1;13,08;10;35;15;15,49;6,97;3,87;2;0,01;0,04;0,02
PL1;Pericuara ;20B;41,10;13,08;10,00;25,00;15,00;20,20;7,07;5,05;;0,01;0,04;0,03
PL144;Pericuara ;51;41,1;13,08;10;35;15;16,94;7,62;4,24;;0,01;0,05;0,03
PL165;Pericuara ;40B;41,1;13,08;10;35;15;17,69;7,96;4,42;;0,01;0,05;0,03
PO125;Pericuara ;20;41,10;13,08;10,00;45,00;0,00;15,00;8,25;1,50;;0,01;0,05;0,01
PL8;Pericuara ;13;41,10;13,08;10,00;60,00;40,00;15,40;10,78;7,70;;0,01;0,07;0,05
PL170;Pericuara ;13;41,20;13,11;10;30;10;15,64;6,26;3,13;2;0,01;0,04;0,02
PL143;Pericuara ;40;41,2;13,11;10;30;15;16,84;6,74;4,21;2;0,01;0,04;0,03
PL9;Pericuara ;32;41,20;13,11;10,00;40,00;25,00;14,30;7,15;5,01;2;0,01;0,04;0,03
PO122;Pericuara ;5B;41,20;13,11;10,00;35,00;0,00;16,50;7,43;1,65;;0,01;0,05;0,01
PL160;Pericuara ;22;41,2;13,11;10;50,00;20,00;13,63;8,18;4,09;;0,01;0,05;0,02
PL34;Pericuara ;17;41,20;13,11;10,00;50,00;0,00;14,30;8,58;1,43;;0,01;0,05;0,01
PL168;Pericuara ;43;41,2;13,11;10;55;30;18,44;11,99;7,38;;0,01;0,07;0,05
PL129;Pericuara ;19;41,25;13,13;10;30;20;15,6;6,24;4,68;;0,01;0,04;0,03
PO122;Pericuara ;29;41,30;13,15;10,00;13,00;0,00;13,30;3,06;1,33;;0,01;0,02;0,01
PO6;Pericuara ;4;41,30;13,15;10,00;80,00;30,00;7,00;6,30;2,80;1;0,01;0,04;0,02
PL150;Pericuara ;10;41,3;13,15;10;30;15;15,8;6,32;3,95;;0,01;0,04;0,02
PL6;Pericuara ;16;41,30;13,15;10,00;30,00;10,00;16,50;6,60;3,30;;0,01;0,04;0,02
PL37;Pericuara ;38;41,30;13,15;10,00;15,00;10,00;27,70;6,93;5,54;;0,01;0,04;0,03
PL148;Pericuara ;48;41,3;13,15;10;30;15;18,79;7,52;4,70;;0,01;0,05;0,03
PL154;Pericuara ;21;41,30;13,15;10;40,00;20,00;17,46;8,73;5,24;;0,01;0,05;0,03
PL148;Pericuara ;57;41,4;13,18;10;15;0;16,76;4,19;1,68;;0,01;0,03;0,01
PL139;Pericuara ;25;41,4;13,18;10;25;10;17,74;6,21;3,55;;0,01;0,04;0,02
PL149;Pericuara ;1;41,4;13,18;10;25;10;18,73;6,56;3,75;;0,01;0,04;0,02
PL143;Pericuara ;26;41,4;13,18;10;30;15;20,42;8,17;5,11;;0,01;0,05;0,03
PL26;Pericuara ;27;41,40;13,18;10,00;30,00;20,00;20,70;8,28;6,21;;0,01;0,05;0,04
PL6;Pericuara ;38;41,40;13,18;10,00;45,00;10,00;21,40;11,77;4,28;2;0,01;0,07;0,03
PL156;Pericuara ;7;41,50;13,21;10;15;5;14,41;3,60;2,16;2;0,01;0,02;0,01
PL165;Pericuara ;31;41,5;13,21;10;25;15;17,95;6,28;4,49;2;0,01;0,04;0,03
PL92;Pericuara ;7;41,50;13,21;10,00;15,00;10,00;27,90;6,98;5,58;;0,01;0,04;0,03
PL58;Pericuara ;16B;41,50;13,21;10,00;35,00;5,00;16,90;7,61;2,54;;0,01;0,05;0,02
PL151;Pericuara ;4;41,5;13,21;10;30;15;19,2;7,68;4,80;2;0,01;0,05;0,03
PL1;Pericuara ;2;41,50;13,21;10,00;30,00;20,00;20,10;8,04;6,03;;0,01;0,05;0,04
PL9;Pericuara ;8;41,50;13,21;10,00;35,00;20,00;18,00;8,10;5,40;;0,01;0,05;0,03
PL144;Pericuara ;33;41,5;13,21;10;35;10;18,94;8,52;3,79;2;0,01;0,05;0,02
PL129;Pericuara ;13;41,50;13,21;10,00;30,00;5,00;23,30;9,32;3,50;;0,01;0,06;0,02
PL129;Pericuara ;13;41,50;13,21;10;30;5;23,3;9,32;3,50;;0,01;0,06;0,02
PL39;Pericuara ;21;41,50;13,21;10,00;50,00;0,00;17,80;10,68;1,78;;0,01;0,07;0,01
PL37;Pericuara ;26;41,60;13,24;10,00;10,00;5,00;17,30;3,46;2,60;;0,01;0,02;0,02
PL165;Pericuara ;44B;41,6;13,24;10;25;10;14,7;5,15;2,94;;0,01;0,03;0,02
PL129;Pericuara ;17;41,60;13,24;10,00;25,00;10,00;16,70;5,85;3,34;2;0,01;0,04;0,02
PL129;Pericuara ;17;41,6;13,24;10;25;10;16,7;5,85;3,34;2;0,01;0,04;0,02
PL26;Pericuara ;44;41,60;13,24;10,00;30,00;20,00;19,20;7,68;5,76;;0,01;0,05;0,04
PL168;Pericuara ;38;41,6;13,24;10;35;10;20,1;9,05;4,02;;0,01;0,06;0,03
PL8;Pericuara ;16;41,60;13,24;10,00;60,00;15,00;13,00;9,10;3,25;;0,01;0,06;0,02
PL6;Pericuara ;20;41,60;13,24;10,00;30,00;10,00;23,20;9,28;4,64;;0,01;0,06;0,03
PL27;Pericuara ;14;41,60;13,24;10,00;40,00;0,00;18,60;9,30;1,86;2;0,01;0,06;0,01
PL168;Pericuara ;28;41,6;13,24;10;40;20;18,86;9,43;5,66;;0,01;0,06;0,04
PL168;Pericuara ;32;41,6;13,24;10;45;20;17,34;9,54;5,20;2;0,01;0,06;0,03
PL161;Pericuara ;14B;41,60;13,24;10;45;20;20,08;11,04;6,02;;0,01;0,07;0,04
PL27;Pericuara ;13;41,60;13,24;10,00;45,00;0,00;20,30;11,17;2,03;;0,01;0,07;0,01
PL37;Pericuara ;13;41,70;13,27;10,00;15,00;10,00;21,30;5,33;4,26;;0,01;0,03;0,03
PL138;Pericuara ;18;41,70;13,27;10;35,00;16,00;14,3;6,44;3,72;;0,01;0,04;0,02
PL9;Pericuara ;9;41,70;13,27;10,00;40,00;20,00;13,00;6,50;3,90;2;0,01;0,04;0,02
PL142;Pericuara ;28;41,7;13,27;10;35;15;17;7,65;4,25;;0,01;0,05;0,03
PL129;Pericuara ;14;41,70;13,27;10,00;25,00;0,00;22,70;7,95;2,27;2;0,01;0,05;0,01
PL129;Pericuara ;14;41,70;13,27;10;25;0;22,7;7,95;2,27;2;0,01;0,05;0,01
PL128;Pericuara ;10;41,70;13,27;10,00;50,00;0,00;14,50;8,70;1,45;;0,01;0,05;0,01
PL58;Pericuara ;21;41,70;13,27;10,00;40,00;0,00;17,70;8,85;1,77;3;0,01;0,06;0,01
PL163;Pericuara ;16;41,7;13,27;10;40;20;18;9,00;5,40;;0,01;0,06;0,03
PL168;Pericuara ;23;41,7;13,27;10;45;15;18;9,90;4,50;2;0,01;0,06;0,03
PL150;Pericuara ;44;41,7;13,27;10;40;20;20,14;10,07;6,04;;0,01;0,06;0,04
